date,r2,n_pixels,r2_cab
20220310,0.9643264813426572,276,0.9137929504752039
20220325,0.9756395323376906,276,0.6938340901560425
20220414,0.9434925338854229,276,0.7369798883764597
20220516,0.9696558239451145,450,0.7176338122895528
20220618,0.995860582903596,276,0.8975173860028047
