date,r2,n_pixels,r2_cab
20220310,0.9630571101304932,566,0.3433873491821994
20220325,0.8502057981905726,566,0.09336560351368907
20220414,0.8585245586878509,566,0.12980831932390807
20220519,0.9763855845774139,663,0.8998152353439897
20220618,0.9910365112254446,566,0.9105980590649755
