date,r2,n_pixels,r2_cab
20220310,0.9680447018389533,1396,0.5986140291371921
20220325,0.993380342865496,1396,0.5056711878713211
20220414,0.9806230422506245,1396,0.8353021929385022
20220519,0.9842085940399914,2501,0.8220391216404289
20220618,0.9977092077151979,1396,0.9189941420332399
