date,r2,n_pixels,r2_cab
20220310,0.99631885016165,375,0.9552250538224627
20220325,0.9758711244575637,375,0.3857634408293534
20220414,0.9987876623108115,216,0.9033160180819779
20220519,0.9952867743588923,375,0.940269404576236
20220618,0.9958428037910565,216,0.7229242752198712
