date,r2,n_pixels,r2_cab
20220310,0.9594521798086151,435,0.8998514583301966
20220325,0.9647774974076325,435,0.7989452466236612
20220414,0.9160934130378542,435,0.2080999358146428
20220519,0.9685290671912988,612,0.7612936831310644
20220618,0.9901717483114836,435,0.8952803513007846
