date,r2,n_pixels,r2_cab
20220310,0.9797398803919953,278,0.8382271001774046
20220325,0.9559068475169298,278,0.5429206588061609
20220414,0.9177480376510564,278,0.10690154341105804
20220516,0.9693777028763677,384,0.7838409609855155
20220618,0.998418977696104,278,0.9604737599764883
