,lai_q05,lai_q50,lai_q95,ccc_q05,ccc_q50,ccc_q95,sensing_date,agdd,farm,parcel,variety,cab_q50
81,3.1226508140563967,4.718060493469238,5.255762386322021,1.3148419618606568,2.21651029586792,2.5595600605010986,2022-06-23,1800,SwissFutureFarm,Ruetteli,Montalbano,46.97926825940498
82,2.1226404666900636,4.3120927810668945,4.986263465881348,0.9053230166435242,2.093656301498413,2.596932792663574,2022-06-25,1835,SwissFutureFarm,Ruetteli,Montalbano,48.553136673937765
83,1.5547227382659914,2.704139471054077,3.238652420043945,0.6316023588180543,1.2080827951431274,1.5009050369262695,2022-07-03,1987,SwissFutureFarm,Ruetteli,Montalbano,44.675313831805255
84,1.2425228834152222,1.3727680444717407,2.0309309482574465,0.47139996886253355,0.534835159778595,0.8413913965225219,2022-07-13,2173,SwissFutureFarm,Ruetteli,Montalbano,38.960344533981825
85,1.166837787628174,1.2868150472640991,1.7376267433166503,0.4354196310043335,0.48792970180511475,0.700908899307251,2022-07-15,2221,SwissFutureFarm,Ruetteli,Montalbano,37.91762482436799
86,1.1271820545196534,1.2018685340881348,1.5541791677474976,0.4222360610961914,0.45216384530067444,0.6163131713867187,2022-07-18,2282,SwissFutureFarm,Ruetteli,Montalbano,37.621739189946766
87,0.9929591298103333,1.0293629169464111,1.368881559371948,0.374102509021759,0.3904101550579071,0.5324115514755249,2022-07-25,2445,SwissFutureFarm,Ruetteli,Montalbano,37.92735765302802
88,0.14771070703864098,0.17397303134202957,0.440364807844162,3.7705205977545125e-05,0.003021756070666015,0.11849036067724228,2022-03-05,380,Strickhof,Bramenwies,Montalbano,1.7369106276738187
89,0.13255754113197327,0.16729525476694107,0.36980251967906946,1.8337643905397274e-05,0.001267343235667795,0.08189231716096393,2022-03-10,388,Strickhof,Bramenwies,Montalbano,0.7575488243425255
90,0.29166162461042405,0.3328978419303894,0.4419549509882927,0.03827978987246752,0.07771933823823929,0.15214957073330873,2022-03-20,467,Strickhof,Bramenwies,Montalbano,23.346302813969817
91,0.2956908941268921,0.352938249707222,0.4875526592135429,0.047338325530290604,0.09645367413759232,0.15044626593589783,2022-03-22,485,Strickhof,Bramenwies,Montalbano,27.32876762935299
