date,r2,n_pixels,r2_cab
20220310,0.9681308817869745,1400,0.6002511549763802
20220325,0.9934018418615008,1400,0.5075303176877012
20220414,0.9807394759086117,1400,0.836332336481453
20220519,0.9842085940399914,2501,0.8220391216404289
20220618,0.9977172924051139,1400,0.9193780435919447
